Sr #,Registration #,Unit Name,Date of Registration,Address of Establishment,Tehsil,District,Directorate,Contact #,Date of Start of Business,Name of Employer,Nature of Business,No. of Permanent Employees,No. of Temporary Employees,No. of Contractual Employees ,Total No. of Employees,Amount of wages paid to employees (Dec 2017),Amount of contribution paid (Dec 2017),F4 No. ,Amount of C4,F5 No.,F5 Amount,Where C4 Amount is Excess,Where C4 Amount is Less,Amount Increase Receivable ,Increase Amount Received,Accum. Balance of arrears,Functional/ Non- Functional ,Cases u/s 57,Cases u/s 59,Cases U/S 66,Cases U/S 81,Civil / High Court
46542,5/23/99,M/s. Ali Tex ,15.10.1970,Faizi Rd,Multan,Multan,Multan,,15.10.1970,,Manufacture of Textile ,,,,,0,0,,,,,,,,,18170,Non-Functional,,,,,
46543,5-20-102,M/s. Punjab / Kashif Oil NO. I,01.07.1970,Suraj Kund Rd,Multan,Multan,Multan,,01.07.1970,,Food Mfg. Industries Except Beverage Industries ,,,,,0,0,,,,,,,,,41773,Non-Functional,,,,,
46544,5-20-116,M/s. Chanab Oil /Abdullah Foundery,01.07.1971,Vehari Rd.,Multan,Multan,Multan,,01.07.1971,,Food Mfg. Industries Except Beverage Industries ,,,,,0,0,,,,,,,,,177146,Non-Functional,,,,,
46545,5-20-116,M/s. Chanab Oil 02,01.07.1971,Vehari Rd.,Multan,Multan,Multan,,01.07.1971,,Food Mfg. Industries Except Beverage Industries ,,,,,,,,,,,,,,,,Non-Functional,,,,,
46546,5/23/20,M/s. MA Wadood Ind,01.07.1970,Chowk Shah Abbas,Multan,Multan,Multan,,01.07.1970,,Manufacture of Textile ,,,,,0,0,,,,,,,,,0,Non-Functional,,,,,
46547,5-39-121,M/s. New 601 Ceramic Glass Ind ,01.07.1970,Old Shujabad Rd,Multan,Multan,Multan,,01.07.1970,,Manufacture of Chemicals and Chemical Products ,2,,,2,,,,1800,,,,,,,38907,Functional ,,,,,
46548,5-20-126,M/s. Ghousia Flour,01.08.1972,Suraj Kund Rd,Multan,Multan,Multan,,01.08.1972,,Food Mfg. Industries Except Beverage Industries ,8,,,8,121000,7260,18529,,,,,,,,22,Functional ,,,,,
46549,5-20-126,M/s. Ghousia Cotton ,01.08.1972,Suraj Kund Rd,Multan,Multan,Multan,,01.08.1972,,Food Mfg. Industries Except Beverage Industries ,,,,,0,0,,,,,,,,,2000,Non-Functional,,,,,
46550,5-20-144,M/s. Fizma Food Ind ,01.08.1972,Suraj Kund Rd,,,Multan,,01.08.1972,,Food Mfg. Industries Except Beverage Industries ,,,,,0,0,,,,,,,,,73215,Functional ,,,,,
46551,5-20-144,M/s. Brite Chemicals,15.07.1972,Suraj Kund Rd,Multan,Multan,Multan,,15.07.1972,,Food Mfg. Industries Except Beverage Industries ,,,,,0,0,,,,,,,,,0,Non-Functional,,,,,
46552,5-20-145,M/s. Farak Corporation ,15.07.1972,Vehari Rd.,Multan,Multan,Multan,,15.07.1972,,Food Mfg. Industries Except Beverage Industries ,,,,,0,0,,,,,,,,,180,Non-Functional,,,,,
46553,5-20-144,M/s. Chaudhary Oil Mills ,01.08.1972,Suraj Kund Rd,Multan,Multan,Multan,,01.08.1972,,Food Mfg. Industries Except Beverage Industries ,,,,,0,0,,,,,,,,,16018,Non-Functional,,,,,
46554,5-20-146,M/s Mudassar / M. Mansoor,01.08.1972,Vehari Rd.,Multan,Multan,Multan,,01.08.1972,,Food Mfg. Industries Except Beverage Industries ,,,,,,,,,,,,,,,,Non-Functional,,,,,
46555,5-36-148,M/s. Hafeez Industries,01.08.1972,Vehari Rd.,Multan,Multan,Multan,,01.08.1972,,Miscellaneos industries ,3,,,3,,,,2700,,,,,,,72080,Functional ,,,,,
46556,5-90-149,M/s. Golden Ice Factory,01.08.1972,Vehari Rd.,Multan,Multan,Multan,,01.08.1972,,Activities not adequately described,,,,,0,0,,,,,,,,,0,Non-Functional,,,,,
46557,5-36-150,M/s. Milat ,15.07.1972,Chowk Shah Abbas,Multan,Multan,Multan,,15.07.1972,,Miscellaneos industries ,,,,,0,0,,,,,,,,,0,Non-Functional,,,,,
46558,5-20-151,M/s. Shafi Ind,01.08.1972,Timber Market,Multan,Multan,Multan,,01.08.1972,,Food Mfg. Industries Except Beverage Industries ,,,,,0,0,,,,,,,,,0,Non-Functional,,,,,
46559,5-23-152,M/s. Prime Group Ind,15.07.1972,Suraj Kund Rd,Multan,Multan,Multan,,15.07.1972,,Manufacture of Textile ,,,,,0,0,,,,,,,,,0,Non-Functional,,,,,
46560,5-23-153,M/s. Farooq Croporation,01.08.1972,Suraj Kund Rd,Multan,Multan,Multan,,01.08.1972,,Manufacture of Textile ,,,,,0,0,,,,,,,,,0,Non-Functional,,,,,
46561,5-23-154,M/s. Allah Wasaya Ent /Kousar Cotton,01.08.1972,Suraj Kund Rd,Multan,Multan,Multan,,01.08.1972,,Manufacture of Textile ,,,,,0,0,,,,,,,,,13700,Non-Functional,,,,,
46562,5-20-155,M/s. Naeem Oil ,01.08.1972,Suraj Kund Rd,Multan,Multan,Multan,,01.08.1972,,Food Mfg. Industries Except Beverage Industries ,,,,,0,0,,,,,,,,,480,Non-Functional,,,,,
46563,5-23-156,M/s. Rehman Cotton,01.08.1972,Suraj Kund Rd,Multan,Multan,Multan,,01.08.1972,,Manufacture of Textile ,,,,,0,0,,,,,,,,,85129,Non-Functional,,,,,
46564,5-23-158,M/s. Multan Cotton / Siraj Oil ,01.08.1972,Suraj Kund Rd,Multan,Multan,Multan,,01.08.1972,,Manufacture of Textile ,,,,,0,0,,,,,,,,,893,Non-Functional,,,,,
46565,5-20-159,M/s. Solex Pakistan / Standard Oil ,01.08.1972,Suraj Kund Rd,Multan,Multan,Multan,,01.08.1972,,Food Mfg. Industries Except Beverage Industries ,,,,,0,0,,,,,,,,,157751,Non-Functional,,,,,
46566,5-20-159,M/s. M. Aslam Contractor C/o Solex ,01.08.1972,Suraj Kund Rd,Multan,Multan,Multan,,01.08.1972,,Food Mfg. Industries Except Beverage Industries ,,,,,0,0,,,,,,,,,150,Non-Functional,,,,,
46567,5-20-159,M/s. Haji Elahi Bux Cont C/o Solex ,01.08.1972,Suraj Kund Rd,Multan,Multan,Multan,,01.08.1972,,Food Mfg. Industries Except Beverage Industries ,,,,,0,0,,,,,,,,,1400,Non-Functional,,,,,
46568,5-20-159,M/s. Ghulam Hussain Cont C/o Solex ,01.08.1972,Suraj Kund Rd,Multan,Multan,Multan,,01.08.1972,,Food Mfg. Industries Except Beverage Industries ,,,,,0,0,,,,,,,,,5350,Non-Functional,,,,,
46569,5-20-221,M/s. Gulzar Oil ,01.06.1974,Suraj Kund Rd,Multan,Multan,Multan,,01.06.1974,,Food Mfg. Industries Except Beverage Industries ,,,,,0,0,,,,,,,,,30408,Non-Functional,,,,,
46570,5-36-220,M/s. Saeed Engg,01.05.1975,Vehari Rd.,Multan,Multan,Multan,,01.05.1975,,Miscellaneos industries ,,,,,0,0,,,,,,,,,7360,Non-Functional,,,,,
46571,5-20-223,M/s. Ghazi Oil / Saeed Oil ,01.05.1974,Vehari Rd.,Multan,Multan,Multan,,01.05.1974,,Food Mfg. Industries Except Beverage Industries ,,,,,0,0,,,,,,,,,9880,Non-Functional,,,,,
46572,5-36-255,M/s. Yousaf Ishfaq Ind ,01.07.1975,Vehari Rd.,Multan,Multan,Multan,,01.07.1975,,Miscellaneos industries ,,,,,0,0,,,,,,,,,3360,Non-Functional,,,,,
46573,5-31-256,M/s. Cont Fiaz Old Scrape/ Mumtaz Chemicals Ind ,01.07.1975,Suraj Kund Rd,Multan,Multan,Multan,,01.07.1975,,Manufacture of Chemicals and Chemical Products ,3,,,3,45000,2700,17340,,,,,,,,110208,Functional ,,,,,
46574,5-39-284,M/s. Muhammadi Glass,01.07.1975,Old Shujabad Rd,Multan,Multan,Multan,,01.07.1975,,Manufacture of Chemicals and Chemical Products ,,,,,0,0,,,,,,,,,4320,Non-Functional,,,,,
46575,5-20-291,M/s. Muzmail Oil Mills,01.07.1975,Chah Bagarwala,Multan,Multan,Multan,,01.07.1975,,Food Mfg. Industries Except Beverage Industries ,,,,,0,0,,,,,,,,,0,Non-Functional,,,,,
46576,5-20-363,M/s. Khalid Dal Factory,01.11.1975,Chowk Shah Abbas,Multan,Multan,Multan,,01.11.1975,,Food Mfg. Industries Except Beverage Industries ,,,,,0,0,,,,,,,,,0,Non-Functional,,,,,
46577,5-39-366,M/s. Saeed Soap ,01.04.1975,Old Shujabad Rd,Multan,Multan,Multan,,01.04.1975,,Manufacture of Chemicals and Chemical Products ,,,,,0,0,,,,,,,,,0,Non-Functional,,,,,
46578,5-20-368,M/s. Hafiz Ab- Bameed Dal Fty ,1.11.1975,Vehari Rd.,Multan,Multan,Multan,,1.11.1975,,Food Mfg. Industries Except Beverage Industries ,,,,,0,0,,,,,,,,,4686,Non-Functional,,,,,
46579,5-40-431,M/s. Feroz Din Brick ,1.11.1975,Qutabpur,Multan,Multan,Multan,,1.11.1975,,Contructions ,,,,,0,0,,,,,,,,,0,Non-Functional,,,,,
46580,5-40-432,M/s. Imdad & Co,08.09.1975,Chah Jaguwala,Multan,Multan,Multan,,08.09.1975,,Contructions ,,,,,0,0,,,,,,,,,0,Non-Functional,,,,,
46581,5-20-456,M/s. Rafique Oil ,30.11.1975,Suraj Kund Rd,Multan,Multan,Multan,,30.11.1975,,Food Mfg. Industries Except Beverage Industries ,,,,,0,0,,,,,,,,,0,Non-Functional,,,,,
46582,5-23-1160,M/s. Hussain Ind,15.10.1976,Basti Daiyra,Multan,Multan,Multan,,15.10.1976,,Manufacture of Textile ,,,,,0,0,,,,,,,,,0,Non-Functional,,,,,
46583,5-23-509,M/s. Star Tex,01.07.1975,Vehari Rd.,Multan,Multan,Multan,,01.07.1975,,Manufacture of Textile ,3,,,3,45000,2700,18232,,,,,,,,0,Functional ,,,,,
46584,5-51-510,M/s. Khair Enterprises ,10.07.1972,Old Shujabad Rd,Multan,Multan,Multan,,10.07.1972,,Others,,,,,0,0,,,,,,,,,2160,Non-Functional,,,,,
46585,5-39-521,M/s. Saleem Soap factory,13.06.1977,Suraj Kund Rd,Multan,Multan,Multan,,13.06.1977,,Manufacture of Chemicals and Chemical Products ,,,,,0,0,,,,,,,,,3100,Non-Functional,,,,,
46586,5-31-557,M/s. Al-Khair Chemical,24.12.1979,Old Shujabad Rd,Multan,Multan,Multan,,24.12.1979,,Manufacture of leather and leather products except footwear ,,,,,0,0,,,,,,,,,0,Non-Functional,,,,,
46587,5-36-576,M/s. Rehman Engg,01.04.1980,Vehari Rd.,Multan,Multan,Multan,,01.04.1980,,Miscellaneos industries ,,,,,0,0,,,,,,,,,5411,Non-Functional,,,,,
46588,5-20-582,M/s. Multan Roller Flour Mills ,01.11.1980,Timber Market,Multan,Multan,Multan,,01.11.1980,,Food Mfg. Industries Except Beverage Industries ,,,,,0,0,,,,,,,,,11000,Non-Functional,,,,,
46589,5-40-613,M/s. Ghousia Bhatta ,01.11.1980,Timber Market,Multan,Multan,Multan,,01.11.1980,,Contructions ,5,,,5,,,,4500,,,,,,,81740,Functional ,,,,,
46590,5-40-614,M/s. Zakirya Multani Bhatta ,07.10.1989,Timber Market,Multan,Multan,Multan,,07.10.1989,,Contructions ,5,,,5,,,,4500,,,,,,,96922,Functional ,,,,,
46591,5-40-617,M/s. Laiq / Khudad Bhatta ,07.10.1980,Old Shujabad Rd,Multan,Multan,Multan,,07.10.1980,,Contructions ,,,,,0,0,,,,,,,,,2050,Non-Functional,,,,,
46592,5-40-618,M/s. Pakistan Brick,07.10.1980,Old Shujabad Rd,Multan,Multan,Multan,,07.10.1980,,Contructions ,,,,,0,0,,,,,,,,,0,Non-Functional,,,,,
46593,5-40-619,M/s. Popular Bricks ,07.10.1980,Old Shujabad Rd,Multan,Multan,Multan,,07.10.1980,,Contructions ,,,,,0,0,,,,,,,,,333014,Non-Functional,,,,,
46594,5-36-638,M/s. Insaf / Qureshi Mechanical ,18.02.1981,Vehari Rd.,Multan,Multan,Multan,,18.02.1981,,Miscellaneos industries ,,,,,0,0,,,,,,,,,5500,Non-Functional,,,,,
46595,5-39-639,M/s. Pearl Chemical ,18.12.1981,Suraj Kund Rd,Multan,Multan,Multan,,18.12.1981,,Manufacture of Chemicals and Chemical Products ,,,,,0,0,,,,,,,,,125550,Non-Functional,,,,,
46596,5-31-640,M/s. Hamdard Chemical Ind ,18.12.1981,Suraj Kund Rd,Multan,Multan,Multan,,18.12.1981,,Manufacture of leather and leather products except footwear ,,,,,0,0,,,,,,,,,3375,Non-Functional,,,,,
46597,5-31-642,M/s. Alfa Industries ,18.02.1981,Suraj Kund Rd,Multan,Multan,Multan,,18.02.1981,,Manufacture of leather and leather products except footwear ,,,,,0,0,,,,,,,,,0,Non-Functional,,,,,
46598,5-23-687,M/s. Farooq Model Ginning,17.03.1982,Hamidpur Kanola,Multan,Multan,Multan,,17.03.1982,,Manufacture of Textile ,20,,,20,295000,17700,18219,,,,,,,,0,Functional ,,,,,
46599,5-20-693,Mehboob Corp / New Golden Oil ,17.03.1982,Vehari Rd.,Multan,Multan,Multan,,17.03.1982,,Food Mfg. Industries Except Beverage Industries ,,,,,0,0,,,,,,,,,194496,Non-Functional,,,,,
46600,5-20-705,M/s. Sultan Flour Mills ,01.10.1982,Vehari Rd.,Multan,Multan,Multan,,01.10.1982,,Food Mfg. Industries Except Beverage Industries ,,,,,0,0,,,,,,,,,70837,Non-Functional,,,,,
46601,5-20-799,M/s. Asim Oil Mills,08.06.1983,Suraj Kund Rd,Multan,Multan,Multan,,08.06.1983,,Food Mfg. Industries Except Beverage Industries ,,,,,0,0,,,,,,,,,0,Non-Functional,,,,,
46602,5-20-900,Asif Daal Factory ,08.06.1983,Suraj Kund Rd,Multan,Multan,Multan,,08.06.1983,,Food Mfg. Industries Except Beverage Industries ,1,,,1,,,,900,,,,,,,50100,Functional ,,,,,
46603,5-36-902,M/s. Allah Bukhsh & Sons Mechanical ,01.12.1983,Vehari Rd.,Multan,Multan,Multan,,01.12.1983,,Miscellaneos industries ,3,,,3,46500,2790,18193,,,,,,,,2880,Functional ,,,,,
46604,5-36-895,M/s. Mehroz Eng,29.12.1983,Chowk Shah Abbas,Multan,Multan,Multan,,29.12.1983,,Miscellaneos industries ,,,,,0,0,,,,,,,,,0,Non-Functional,,,,,
46605,5-36-901,M/s. Super National Engg ,29.12.1983,Vehari Rd.,Multan,Multan,Multan,,29.12.1983,,Miscellaneos industries ,,,,,0,0,,,,,,,,,2179,Non-Functional,,,,,
46606,5-29-928,M/s. Data Shoes,12.01.1985,Timber Market,Multan,Multan,Multan,,12.01.1985,,Whole Sale and Retails Trade ,,,,,0,0,,,,,,,,,0,Non-Functional,,,,,
46607,5-23-949,M/s. Faisal Cotton & Oil Mills ,29.12.1983,Old Shujabad Rd,Multan,Multan,Multan,,29.12.1983,,Manufacture of Textile ,,,,,0,0,,,,,,,,,128956,Non-Functional,,,,,
46608,5-40-1036,M/s. Afghan Brick,01.04.1986,Old Shujabad Rd,Multan,Multan,Multan,,01.04.1986,,Contructions ,,,,,0,0,,,,,,,,,0,Non-Functional,,,,,
46609,5-36-1108,M/s. Mughal & Sons Engg,02.07.1986            ,Vehari Rd.,Multan,Multan,Multan,,02.07.1986            ,,Miscellaneos industries ,,,,,0,0,,,,,,,,,10052,Non-Functional,,,,,
46610,5-40-1110,M/s. Malik Rabnawaz Bhatta ,02.07.1986,Old Shujabad Rd,Multan,Multan,Multan,,02.07.1986,,Contructions ,,,,,0,0,,,,,,,,,19620,Non-Functional,,,,,
46611,5-39-1111,M/s. Zafar Soap Factory ,02.07.1981,Wilayatabad,Multan,Multan,Multan,,02.07.1981,,Manufacture of Chemicals and Chemical Products ,,,,,0,0,,,,,,,,,320,Non-Functional,,,,,
46612,5-40-1189,M/s. Javid / Khan Bhatta ,01.12.1986,Chandmari,Multan,Multan,Multan,,01.12.1986,,Contructions ,,,,,0,0,,,,,,,,,3636,Non-Functional,,,,,
46613,5-40-1190,M/s. Haji Arshad / Malik Manzoor Bhatta ,01.12.1986,Military Dairy Farm,Multan,Multan,Multan,,01.12.1986,,Contructions ,5,,,5,,,,4500,,,,,,,315170,Functional ,,,,,
46614,5-40-1191,M/s. New Shahzad Bhatta,01.12.1986,Chandmari,Multan,Multan,Multan,,01.12.1986,,Contructions ,,,,,0,0,,,,,,,,,0,Non-Functional,,,,,
46615,5-40-1192,M/s. Imran Brothers Bhatta,01.12.1986,Grass Mandi,Multan,Multan,Multan,,01.12.1986,,Contructions ,,,,,0,0,,,,,,,,,0,Non-Functional,,,,,
46616,5-40-1193,M/s. Malik Brothers Bhatta,01.12.1986,Grass Mandi,Multan,Multan,Multan,,01.12.1986,,Contructions ,,,,,0,0,,,,,,,,,0,Non-Functional,,,,,
46617,5-40-1194,M/s. United Brick Klin,01.12.1986,Old Shujabad Rd,Multan,Multan,Multan,,01.12.1986,Falak Sher,Contructions ,,,,,0,0,,,,,,,,,0,Non-Functional,,,,,
46618,5-40-1195,M/s. Malik Rashid Hussain Bhatta ,01.12.1986,Old Shujabad Rd,Multan,Multan,Multan,,01.12.1986,,Contructions ,,,,,0,0,,,,,,,,,12630,Non-Functional,,,,,
46619,5-40-1196,M/s. Malik Asif & Co Bhatta ,01.12.1986,Old Shujabad Rd,Multan,Multan,Multan,,01.12.1986,,Contructions ,,,,,0,0,,,,,,,,,833,Non-Functional,,,,,
46620,5-40-1197,M/s. Malik M. Ameen Bhatta,27.11.1986,Grass Mandi,Multan,Multan,Multan,,27.11.1986,,Contructions ,,,,,0,0,,,,,,,,,0,Non-Functional,,,,,
46621,5-20-1339,M/s. Ishfaq Oil Mills  ,27.10.1986,Chah Jamuwala,Multan,Multan,Multan,,27.10.1986,,Food Mfg. Industries Except Beverage Industries ,5,,,5,75000,4500,,,,,,,,,12549,Functional ,,,,,
46622,5-40-1354,M/s. Haji M. Ibrahim,27.10.1986,Basti Bor Pura,Multan,Multan,Multan,,27.10.1986,,Contructions ,,,,,0,0,,,,,,,,,0,Non-Functional,,,,,
46623,5-40-1355,M/s. Ch. Fazal Bhatta,27.10.1986,Basti Bor Pura,Multan,Multan,Multan,,27.10.1986,,Contructions ,,,,,0,0,,,,,,,,,0,Non-Functional,,,,,
46624,5-20-1356,M/s. Al- Khair Dal ,27.10.1986,Suraj Kund Rd,Multan,Multan,Multan,,27.10.1986,,Food Mfg. Industries Except Beverage Industries ,,,,,0,0,,,,,,,,,10295,Non-Functional,,,,,
46625,5-36-1357,M/s. Yousaf Ejaz Industries ,27.10.1986,Vehari Rd.,Multan,Multan,Multan,,27.10.1986,,Miscellaneos industries ,,,,,0,0,,,,,,,,,8350,Non-Functional,,,,,
46626,5-20-1404,M/s. Haji Oil / Maqbool/ Hamad Oil ,11.10.1987,Vehari Rd.,Multan,Multan,Multan,,11.10.1987,,Food Mfg. Industries Except Beverage Industries ,,,,,0,0,,,,,,,,,7506,Non-Functional,,,,,
46627,5-20-1417,M/s. Asif / Muslim Oil ,01.10.1987,Suraj Kund Rd,Multan,Multan,Multan,,01.10.1987,,Food Mfg. Industries Except Beverage Industries ,,,,,0,0,,,,,,,,,14172,Non-Functional,,,,,
46628,5-20-1418,M/s. Saeed / Ahmed Oil ,01.10.1987,Suraj Kund Rd,Multan,Multan,Multan,,01.10.1987,,Food Mfg. Industries Except Beverage Industries ,,,,,0,0,,,,,,,,,2312,Non-Functional,,,,,
46629,5-13-1435,M/s. Iram / Al- Rehmat Petrolium ,01.10.1987,Vehari Rd.,Multan,Multan,Multan,0306-9852804,01.10.1987,Malik Hameed ,Crude Petroleum and Natural Gase ,4,,,4,,,,3600,,,,,,,122261,Functional ,,,,,
46630,5-13-1479,M/s. Hamza rcc Pipe Makers ,01.07.1988,Vehari Rd.,Multan,Multan,Multan,,01.07.1988,,Crude Petroleum and Natural Gase ,1,,,1,15000,900,,900,,,,,,,78990,Functional ,,,,,
46631,5-36-1480,M/s. Muhammad Ashraf Workshop ,15.05.1988,Vehari Rd.,Multan,Multan,Multan,,15.05.1988,,Miscellaneos industries ,,,,,0,0,,,,,,,,,96583,Non-Functional,,,,,
46632,5-20-1530,M/s. Shoaib Golden Oil ,01.08.1988,Vehari Rd.,Multan,Multan,Multan,,01.08.1988,,Food Mfg. Industries Except Beverage Industries ,,,,,0,0,,,,,,,,,2379,Non-Functional,,,,,
46633,5-23-1531,M/s. Labar Cotton ,01.08.1988,Old Shujabad Rd,Multan,Multan,Multan,,01.08.1988,,Manufacture of Textile ,,,,,0,0,,,,,,,,,356,Non-Functional,,,,,
46634,5-20-1681,M/s. Zareen Enterprises ,18.08.1990,Suraj Kund Rd,Multan,Multan,Multan,,18.08.1990,,Food Mfg. Industries Except Beverage Industries ,,,,,0,0,,,,,,,,,42204,Non-Functional,,,,,
46635,5-20-1682,M/s. Sheikh Dal / Amna Food Industry ,28.03.1988,Suraj Kund Rd,Multan,Multan,Multan,,28.03.1988,,Food Mfg. Industries Except Beverage Industries ,90,,,90,1325500,79530,18513,,,,,,,,37334,Functional ,,,,,
46636,5-20-1683,M/s. Al-Khair Daman Dal Mills,08.03.1989,Suraj Kund Rd,Multan,Multan,Multan,,08.03.1989,,Food Mfg. Industries Except Beverage Industries ,7,,,7,107000,6420,17447,,,,,,,,1890,Functional ,,,,,
46637,5-20-1683-A,M/s. New Daman Dal Mills,19.08.1990,Suraj Kund Rd,Multan,Multan,Multan,0300-8630455,19.08.1990,Khalid Shakeel,Food Mfg. Industries Except Beverage Industries ,6,,,6,95000,5700,18226,,,,,,,,356,Functional ,,,,,
46638,5-23-1684,M/s. Multan / Punnu Packages ,19.08.1990,Wilayatabad,Multan,Multan,Multan,,19.08.1990,,Manufacture of Textile ,5,,,5,,,,4500,,,,,,,30941,Functional ,,,,,
46639,5-20-1685,M/s. Fakhria / Aslam Flour Mills ,08.03.1989,Vehari Rd.,Multan,Multan,Multan,061-527400,08.03.1989,Noor Alam Qureshi,Food Mfg. Industries Except Beverage Industries ,,,,,0,0,,,,,,,,,143280,Non-Functional,,,,,
46640,5-20-1776,M/s. Munir / Ali Oil Mills ,01.05.1990,Suraj Kund Rd,Multan,Multan,Multan,,01.05.1990,,Food Mfg. Industries Except Beverage Industries ,,,,,0,0,,,,,,,,,10445,Non-Functional,,,,,
46641,5-20-1777,New Wazir Soap Factory ,01.05.1990,Chowk Shah Abbas,Multan,Multan,Multan,061-4234027,01.05.1990,Nasir Bhutta,Food Mfg. Industries Except Beverage Industries ,,,,,0,0,,,,,,,,,23057,Non-Functional,,,,,
46642,5-40-1855,M/s. Fiyaz Bhatta Co ,01.11.1990,Old Shujabad Rd,Multan,Multan,Multan,,01.11.1990,,Contructions ,,,,,0,0,,,,,,,,,3259,Non-Functional,,,,,
46643,5-40-1856,M/s. Farooq / Haji Irshad Bhatta ,26.12.1990,Old Shujabad Rd,Multan,Multan,Multan,,26.12.1990,,Contructions ,,,,,0,0,,,,,,,,,193508,Non-Functional,,,,,
46644,5-40-1857,M/s. Hassan / Al- Madina Bricks ,01.08.1990,Old Shujabad Rd,Multan,Multan,Multan,,01.08.1990,,Contructions ,,,,,0,0,,,,,,,,,1076891,Non-Functional,,,,,
46645,5-40-1858,M/s. Khan & Co / Maca Bricks ,01.11.1990,Old Shujabad Rd,Multan,Multan,Multan,,01.11.1990,,Contructions ,5,,,5,,,,4500,,,,,,,304471,Functional ,,,,,
46646,5-40-1859,M/s. Rongha / Suraj Bricks ,01.11.1990,Old Shujabad Rd,Multan,Multan,Multan,,01.11.1990,,Contructions ,,,,,0,0,,,,,,,,,51619,Non-Functional,,,,,
46647,5-40-1860,M/s. New Malik / Mashallah Bricks ,01.11.1990,Old Shujabad Rd,Multan,Multan,Multan,,01.11.1990,,Contructions ,5,,,5,,,,4500,,,,,,,290020,Functional ,,,,,
46648,5-40-1861,M/s. Nazar / Toor Khan Bhatta ,01.11.1990,Old Shujabad Rd,Multan,Multan,Multan,,01.11.1990,,Contructions ,,,,,0,0,,,,,,,,,249045,Non-Functional,,,,,
46649,5-40-1862,M/s.Saeed Khan Mausa Khan Bhatta  ,01.11.1990,"Labar Mor, Old Shujabad",Multan,Multan,Multan,,01.11.1990,,Contructions ,,,,,0,0,,,,,,,,,41227,Non-Functional,,,,,
46650,5/20/32,M/s. Ittefaq Ent/ Gold Star Oil Mills ,01.11.1990,Suraj Kund Rd,Multan,Multan,Multan,,01.11.1990,,Food Mfg. Industries Except Beverage Industries ,,,,,0,0,,,,,,,,,6699,Non-Functional,,,,,
46651,5-40-1933,M/s. Nageena / Abdul Rafique Bhatta ,01.11.1990,Old Shujabad Rd,Multan,Multan,Multan,061-522822,01.11.1990,,Contructions ,,,,,0,0,,,,,,,,,8560,Non-Functional,,,,,
46652,5-39-1934,M/s. Al- Sattar Soap Chemical ,07.09.1991,Suraj Kund Rd,Multan,Multan,Multan,,07.09.1991,,Manufacture of Chemicals and Chemical Products ,8,,,8,120000,7200,18148,,,,,,,,421,Functional ,,,,,
46653,5-36-2134,M/s. Mushtaq Flour Mills,26.07.1992,Vehari Rd.,Multan,Multan,Multan,,26.07.1992,,Miscellaneos industries ,,,,,0,0,,,,,,,,,0,Non-Functional,,,,,
46654,5/23/38,M/s. Qadri Sizing ,26.07.1992,Vehari Rd.,Multan,Multan,Multan,,26.07.1992,,Manufacture of Textile ,,,,,0,0,,,,,,,,,300,Non-Functional,,,,,
46655,5/20/64,M/s. Yousaf Oil Mills,14.02.1993,Muzafargarh rd,Multan,Multan,Multan,,14.02.1993,,Food Mfg. Industries Except Beverage Industries ,45,,,45,675000,40500,18490,,,,,,,,0,Functional ,,,,,
46656,5-40-1179,M/s. Ghafar / New Al Saeed Bhatta ,27.11.1966,Moza Samorana,Multan,Multan,Multan,,27.11.1966,,Contructions ,5,,,5,,,,4500,,,,,,,313889,Functional ,,,,,
46657,5/20/37,Babar Agro Indstry oil ,21.12.1994,Old Shujabad Rd,Multan,Multan,Multan,,21.12.1994,,Food Mfg. Industries Except Beverage Industries ,1,,,1,,,,900,,,,,,,62746,Functional ,,,,,
46658,5/23/77,M/s. Multan Textile,31.05.1995,Muzafargarh Bypass,Multan,Multan,Multan,,31.05.1995,,Manufacture of Textile ,1,,,1,,,,900,,,,,,,19620,Functional ,,,,,
46659,5/23/78,M/s. Tahir Surgical Cotton Ind ,03.05.1995,Old Shujabad Rd,Multan,Multan,Multan,,03.05.1995,,Manufacture of Textile ,,,,,0,0,,,,,,,,,560,Non-Functional,,,,,
46660,5/23/38,M/s. Bushra Cotton Gining ,19.11.1993,Muzafargarh Bypass,Multan,Multan,Multan,,19.11.1993,,Manufacture of Textile ,,,,,0,0,,,,,,,,,0,Non-Functional,,,,,
46661,5/20/81,M/s. Hameed Oil Mills ,,Muzafargarh Bypass,Multan,Multan,Multan,061-528524,0,Asim Naveed,Food Mfg. Industries Except Beverage Industries ,7,,,7,94000,5640,17891,,,,,,,,2017,Functional ,,,,,
46662,5-36-2615,M/s. Rajab Sons Eng.,07.04.1999,Old Shujabad Rd,Multan,Multan,Multan,,07.04.1999,,Miscellaneos industries ,2,,,2,,,,1800,,,,,,,29364,Functional ,,,,,
46663,5/20/16,M/s. Imran Oil Mills,01.02.1998,Old Shujabad Rd,Multan,Multan,Multan,,01.02.1998,,Food Mfg. Industries Except Beverage Industries ,,,,,0,0,,,,,,,,,0,Non-Functional,,,,,
46664,5-40-2617,M/s. New Pakistan Bhatta ,07.04.1999,Old Shujabad Rd,Multan,Multan,Multan,061-571016,07.04.1999,Malik Manzoor,Contructions ,,,,,0,0,,,,,,,,,26470,Non-Functional,,,,,
46665,5-40-2618,M/s. New Jadha Bricks ,07.04.1999,Old Shujabad Rd,Multan,Multan,Multan,,07.04.1999,,Contructions ,5,,,5,,,,4500,,,,,,,188190,Functional ,,,,,
